sample_id,split,teacher_ADE_to_GT,teacher_FDE_to_GT,student_ADE_to_GT,student_FDE_to_GT,student_vs_teacher_ADE,student_vs_teacher_FDE,teacher_minus_student_ADE,teacher_minus_student_FDE,teacher_token_match_3000,teacher_invalid_i3000plus_rate,teacher_early_ADE,teacher_early_FDE,teacher_late_ADE,teacher_path_length_ratio,gt_final_speed_mps,teacher_final_speed_mps,gt_final_y_m,teacher_final_y_m,teacher_final_lateral_error_m,teacher_direction_cosine,teacher_failure_tags,teacher_abs_bin,group,kd_weight,relative_kd_group,relative_kd_weight,prefix_teacher_good,teacher_quality_bucket,teacher_unique_ids,teacher_max_same_token_run,student_summary_available
481629b4-fb86-40a3-a5d6-4bc2e3843262__t0_8188967__evt_00,train,0.495911568403244,1.488448143005371,nan,nan,nan,nan,nan,nan,0.0234375,0.0,0.018466783687472343,0.026043618097901344,0.7129318714141846,1.0184757246011324,6.560006141662598,7.694997787475586,-4.240742206573486,-5.2542524337768555,1.0135102272033691,0.9998977184295654,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,78,1,False
48cc4879-dbc6-4407-be15-0470c84183b6__t0_7350029__evt_00,train,2.4053401947021484,5.09234094619751,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.203281432390213,0.7073234915733337,3.4062764644622803,0.8150974739967044,6.8357391357421875,6.0366411209106445,-2.4325759410858154,-0.5454691648483276,1.8871067762374878,0.9977313876152039,E_long_horizon_divergence,B_ok,B_ok,0.5,group2_mixed_gt_primary,0.4,True,noisy,78,1,False
498037d9-bc6b-4f9d-ac01-6538083c6878__t0_6879070__evt_00,train,2.106472969055176,2.738499641418457,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.6002094745635986,2.0992915630340576,2.791138172149658,0.9434821322407516,9.671346664428711,7.494480609893799,-12.543604850769043,-9.822221755981445,2.7213830947875977,0.999362587928772,B_curvature_or_lateral_failure;E_long_horizon_divergence,B_ok,B_ok,0.5,group2_mixed_gt_primary,0.4,False,noisy,101,1,False
49d8c86b-3853-41f6-9db3-6980c373f43e__t0_14189295__evt_00,train,0.7642133831977844,1.5871284008026123,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.0813085287809372,0.3784978687763214,1.0746246576309204,1.0234435536338526,7.396484375,10.30300235748291,-0.23106658458709717,0.33541780710220337,0.5664843916893005,0.9999614953994751,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,78,1,False
49ff3655-4a8d-4a6d-b013-8e2c2bf473f8__t0_2269463__evt_00,train,0.9725068211555481,2.7146363258361816,nan,nan,nan,nan,nan,nan,0.0234375,0.0,0.08934468775987625,0.3179217278957367,1.3739442825317383,0.9067199490921668,5.389707565307617,3.8687167167663574,-0.9414742588996887,-0.12009255588054657,0.821381688117981,0.9995949864387512,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,83,3,False
4a3d5c8f-36f1-4106-b85b-0506f3a0b78e__t0_6975509__evt_00,train,0.4041081666946411,1.338707447052002,nan,nan,nan,nan,nan,nan,0.0,0.0,0.11341408640146255,0.3625738024711609,0.536241888999939,1.113446504516217,1.196940541267395,2.530165910720825,0.40549227595329285,0.10678458213806152,0.2987076938152313,0.9996299147605896,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,73,1,False
4a3d5c8f-36f1-4106-b85b-0506f3a0b78e__t0_7975509__evt_01,train,4.52756404876709,9.831127166748047,nan,nan,nan,nan,nan,nan,0.0,0.0,0.3929536044597626,1.2456668615341187,6.406932353973389,1.8967621342040608,3.055959939956665,2.260742425918579,0.40090808272361755,0.6708108186721802,0.2699027359485626,0.9999908208847046,C_speed_scale_failure;E_long_horizon_divergence,D_middle,D_middle,0.25,group2_mixed_gt_primary,0.4,True,noisy,96,1,False
4a5c5122-0ea9-4a36-b932-bb073b92e5b1__t0_6205487__evt_00,train,0.7911188006401062,4.080803871154785,nan,nan,nan,nan,nan,nan,0.046875,0.0,0.054308224469423294,0.1172916442155838,1.1260327100753784,1.242978919557769,1.0522814989089966,4.109287738800049,-4.044781684875488,-4.144001007080078,0.09921932220458984,0.9989421963691711,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,noisy,86,2,False
4a629da0-77af-4016-9b09-ad7861d0f001__t0_13040070__evt_02,train,1.285262107849121,1.7773181200027466,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.09266698360443115,0.09946183115243912,1.8273507356643677,0.922053687164665,1.40684974193573,2.282447576522827,0.022034665569663048,-0.11045195162296295,0.13248661160469055,0.9999808073043823,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,71,1,False
4a629da0-77af-4016-9b09-ad7861d0f001__t0_6440070__evt_00,train,1.2940914630889893,4.873859882354736,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.06429236382246017,0.19808118045330048,1.8530911207199097,1.2024505156511338,4.373634338378906,5.811776638031006,0.4811142683029175,0.10462701320648193,0.37648725509643555,0.9998649954795837,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,noisy,75,2,False
4a629da0-77af-4016-9b09-ad7861d0f001__t0_8140070__evt_01,train,2.9415974617004395,7.260080337524414,nan,nan,nan,nan,nan,nan,0.0234375,0.0,0.19685596227645874,0.7111205458641052,4.189207077026367,1.308059287461151,4.002120494842529,5.09342622756958,0.02339250221848488,-0.38621288537979126,0.40960538387298584,0.9999082088470459,E_long_horizon_divergence,B_ok,B_ok,0.5,group2_mixed_gt_primary,0.4,True,noisy,91,1,False
4a8ad37b-d574-427f-bf63-41f58a6ad983__t0_14873964__evt_00,train,4.952577114105225,15.002304077148438,nan,nan,nan,nan,nan,nan,0.015625,0.0,0.3184387683868408,1.0264461040496826,7.059004306793213,2.58509485881198,0.2750505208969116,4.388673305511475,-1.8076540231704712,-8.088810920715332,6.28115701675415,0.9892526865005493,A_stop_or_decel_failure;B_curvature_or_lateral_failure;C_speed_scale_failure;E_long_horizon_divergence,C_bad,C_bad,0.0,group3_teacher_downweight_or_exclude,0.0,True,noisy,100,1,False
4a90f0d4-cef6-424e-ab13-d266f8fa79d8__t0_7758307__evt_00,train,1.630455493927002,2.6111080646514893,nan,nan,nan,nan,nan,nan,0.0234375,0.0,0.24582695960998535,0.739428699016571,2.2598321437835693,1.1434456540990128,0.0,0.11698126792907715,-0.04495926573872566,-0.09194250404834747,0.04698323830962181,0.9999983310699463,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,64,1,False
4aea916b-1370-4185-8962-b29eb10fb719__t0_11471986__evt_00,train,0.33965495228767395,1.72951078414917,nan,nan,nan,nan,nan,nan,0.015625,0.0,0.030680114403367043,0.12795476615428925,0.48009803891181946,1.0454261025301335,5.768596649169922,7.0145745277404785,0.17572645843029022,-0.05235855281352997,0.2280850112438202,0.9999818801879883,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,42,1,False
4b14a5e4-c22d-4a19-b7a7-5b678e9653c6__t0_10629569__evt_00,train,1.9515001773834229,5.677933216094971,nan,nan,nan,nan,nan,nan,0.0390625,0.0,0.0455608107149601,0.19340144097805023,2.817836046218872,1.1037336477990272,5.131340503692627,5.942338466644287,0.41917482018470764,-0.10177698731422424,0.5209518074989319,0.999955952167511,E_long_horizon_divergence,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,noisy,80,1,False
4b14a5e4-c22d-4a19-b7a7-5b678e9653c6__t0_10929569__evt_01,train,0.8518334627151489,3.320244073867798,nan,nan,nan,nan,nan,nan,0.03125,0.0,0.0328674390912056,0.046874627470970154,1.2240906953811646,1.062488157352404,4.860177040100098,5.891855716705322,0.2544638514518738,0.11392324417829514,0.14054059982299805,0.9999960064888,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,77,1,False
4b857cad-0270-4419-8b22-d983a71ceb86__t0_11440155__evt_00,train,1.344363808631897,4.1750640869140625,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.30232879519462585,0.8454048037528992,1.8180160522460938,0.9794543006120997,9.905723571777344,9.68376636505127,-34.27497100830078,-32.277183532714844,1.9977874755859375,0.9975683689117432,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,noisy,99,1,False
4b857cad-0270-4419-8b22-d983a71ceb86__t0_13340155__evt_01,train,0.5677943229675293,1.0040472745895386,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.3337157666683197,0.7098674774169922,0.6741936802864075,0.971397625822953,10.374648094177246,9.62850570678711,-44.48527908325195,-44.06612014770508,0.419158935546875,0.9997873306274414,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,57,1,False
4b99cb7d-af9d-44c1-950b-357352bf4c89__t0_3015537__evt_00,train,0.542690634727478,2.361945867538452,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.15037491917610168,0.19313259422779083,0.7210159301757812,0.9796584310124257,10.866011619567871,8.41576099395752,2.3072712421417236,0.27546244859695435,2.031808853149414,0.9994592666625977,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,91,1,False
4b99cb7d-af9d-44c1-950b-357352bf4c89__t0_5315537__evt_01,train,2.786388397216797,6.397051811218262,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.2953973114490509,0.9514583349227905,3.918656826019287,0.90512121374949,13.39847183227539,12.085420608520508,1.2857869863510132,-0.4550907015800476,1.740877628326416,0.9996249079704285,E_long_horizon_divergence,B_ok,B_ok,0.5,group2_mixed_gt_primary,0.4,True,noisy,94,1,False
4c6e7253-4214-4ed3-b917-a2f8450306ae__t0_4549257__evt_00,train,0.7882619500160217,2.2202539443969727,nan,nan,nan,nan,nan,nan,0.046875,0.0,0.07277990132570267,0.20533788204193115,1.1134809255599976,1.0589629525892832,6.0762763023376465,6.554270267486572,-0.2734578549861908,-0.7720456123352051,0.4985877573490143,0.9999233484268188,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,53,1,False
4c7048e7-18fc-4c63-9bac-ffb4f72e9872__t0_2025261__evt_00,train,1.1080529689788818,2.844665288925171,nan,nan,nan,nan,nan,nan,0.0,0.0,0.07266505807638168,0.3043147921562195,1.5786837339401245,0.6333655417891648,1.7308557033538818,1.3277138471603394,0.16319602727890015,0.03711332753300667,0.12608270347118378,0.9999090433120728,C_speed_scale_failure,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,61,2,False
4c957d70-260d-49ff-8b58-b3671b20032e__t0_10241494__evt_00,train,5.753310203552246,14.981648445129395,nan,nan,nan,nan,nan,nan,0.046875,0.0,0.5284360647201538,1.5735572576522827,8.128253936767578,1.2549767795666165,7.996561050415039,11.079764366149902,2.2649033069610596,2.249181032180786,0.015722274780273438,0.9999672770500183,E_long_horizon_divergence,C_bad,C_bad,0.0,group3_teacher_downweight_or_exclude,0.0,True,noisy,57,1,False
4ca586e3-5685-4642-b1aa-846e94d1fcb7__t0_12324652__evt_01,train,0.4514339566230774,0.31802111864089966,nan,nan,nan,nan,nan,nan,0.015625,0.0,0.11648958921432495,0.3421191871166229,0.6036814451217651,1.0069080259097047,7.87952995300293,7.486591815948486,-7.744293689727783,-7.706867218017578,0.03742647171020508,0.9999976754188538,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,74,1,False
4ca586e3-5685-4642-b1aa-846e94d1fcb7__t0_9924652__evt_00,train,2.004727840423584,3.349106788635254,nan,nan,nan,nan,nan,nan,0.0,0.0,0.2980141043663025,0.9650371074676514,2.7805070877075195,1.0846344880637317,7.087333679199219,6.626067161560059,1.856550931930542,1.475996494293213,0.3805544376373291,0.9999161958694458,E_long_horizon_divergence,B_ok,B_ok,0.5,group2_mixed_gt_primary,0.4,True,low,90,2,False
4d1706d3-fc3f-4275-985c-1987a390015f__t0_9835828__evt_00,train,6.417497634887695,19.58246421813965,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.6345527172088623,1.7435659170150757,9.04610824584961,1.7689909110593474,0.011411348357796669,6.437589645385742,-0.8088071346282959,-2.856862783432007,2.048055648803711,0.9994944930076599,A_stop_or_decel_failure;C_speed_scale_failure;E_long_horizon_divergence,C_bad,C_bad,0.0,group3_teacher_downweight_or_exclude,0.0,True,noisy,83,1,False
4dd59278-00e4-4e10-b5be-c859a5f7cb42__t0_14020651__evt_00,train,0.600335955619812,1.9577540159225464,nan,nan,nan,nan,nan,nan,0.046875,0.0,0.07232857495546341,0.18978941440582275,0.8403393030166626,1.038616412698073,8.030953407287598,8.692632675170898,-0.1779050976037979,0.003562061581760645,0.18146716058254242,0.9999933838844299,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,55,1,False
4de2a7e2-eae3-49ed-8d4a-46ec24fd8be9__t0_8175431__evt_00,train,0.5072696208953857,1.6222761869430542,nan,nan,nan,nan,nan,nan,0.0703125,0.0,0.07138649374246597,0.17734071612358093,0.7053983211517334,1.0157656585713308,14.894904136657715,15.697535514831543,0.6131726503372192,0.6634098887443542,0.05023723840713501,1.0,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,43,1,False
4e15d094-4104-4e39-9865-9dc6cb4a07dd__t0_6897753__evt_00,train,0.2507324814796448,0.7280711531639099,nan,nan,nan,nan,nan,nan,0.0,0.0,0.03431619703769684,0.11895249783992767,0.34910348057746887,0.9735534101777208,4.497815132141113,3.2352380752563477,0.07781635224819183,0.019038021564483643,0.05877833068370819,0.9999975562095642,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,37,1,False
4e60f788-2dee-4d8a-9d4c-b6b77bbcaf9a__t0_16345008__evt_00,train,0.8737195730209351,1.7549206018447876,nan,nan,nan,nan,nan,nan,0.0546875,0.0,0.17804284393787384,0.488472044467926,1.1899362802505493,1.0110733606748528,21.35798454284668,21.629154205322266,-8.658666610717773,-9.6639404296875,1.0052738189697266,0.9999778866767883,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,35,1,False
5017630a-4098-46f2-9b38-1b46da6ff24d__t0_15099217__evt_00,train,0.7456704378128052,1.7348823547363281,nan,nan,nan,nan,nan,nan,0.0234375,0.0,0.10527805984020233,0.27308419346809387,1.0367579460144043,1.0737122570965034,0.47231435775756836,0.07141179591417313,2.105801582336426,3.7656335830688477,1.6598320007324219,0.9802445769309998,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,114,1,False
502cefc6-5c42-4146-bce7-41b7813b114e__t0_8768525__evt_00,train,1.3746650218963623,5.43511962890625,nan,nan,nan,nan,nan,nan,0.0625,0.0,0.08655377477407455,0.27006012201309204,1.960170030593872,1.0698783514863643,6.607024192810059,9.415417671203613,1.588499903678894,1.7816451787948608,0.1931452751159668,0.9999995231628418,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,noisy,68,1,False
50ae56cc-7c2e-419d-8a34-ec225af1384a__t0_3651323__evt_00,train,0.3715846538543701,0.2615649998188019,nan,nan,nan,nan,nan,nan,0.0859375,0.0,0.1965177059173584,0.4253048300743103,0.45116060972213745,1.013002077707071,0.07442675530910492,0.4423750042915344,-0.07999416440725327,-0.0855899453163147,0.005595780909061432,0.9999998211860657,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,73,1,False
5170c92f-43fc-49c5-afe6-b5b0acd64d52__t0_8082359__evt_00,train,0.41913583874702454,2.608574151992798,nan,nan,nan,nan,nan,nan,0.015625,0.0,0.024309400469064713,0.04584702104330063,0.5986023545265198,1.1041712772594792,2.266667366027832,4.969687461853027,1.2128665447235107,1.6826276779174805,0.4697611331939697,0.999921977519989,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,68,1,False
517ff59c-6941-4f47-8c7c-fb070160e4b2__t0_7264274__evt_00,train,2.420053482055664,10.275754928588867,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.046767789870500565,0.1761668473482132,3.4988198280334473,0.6026361604914866,6.560107231140137,2.4110374450683594,-0.8390120267868042,-0.8324834108352661,0.006528615951538086,0.9997786283493042,C_speed_scale_failure;E_long_horizon_divergence,D_middle,D_middle,0.25,group2_mixed_gt_primary,0.4,True,noisy,80,2,False
51bc1dd7-1188-4412-90ea-2939f90cb377__t0_10975017__evt_00,train,0.3496471643447876,0.9458322525024414,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.11209399998188019,0.2514450252056122,0.4576258957386017,1.0262360937903088,8.403915405273438,8.730430603027344,-0.1492605209350586,-0.5276865363121033,0.3784260153770447,0.9999395608901978,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,62,1,False
51ff01bb-3a1e-4562-93f1-b12a552e579b__t0_9266711__evt_00,train,0.9690696597099304,2.9618916511535645,nan,nan,nan,nan,nan,nan,0.0546875,0.0,0.08113428950309753,0.21079418063163757,1.3726766109466553,0.9625864524845265,13.458441734313965,12.5762357711792,-3.541936159133911,-3.1566219329833984,0.3853142261505127,0.9999944567680359,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,43,1,False
525bbfa7-5bbc-4172-8633-d51d1c73345c__t0_2839801__evt_00,train,1.1963260173797607,3.1975438594818115,nan,nan,nan,nan,nan,nan,0.03125,0.0,0.4477413296699524,1.1627551317214966,1.536591649055481,1.1006904764526393,4.258962631225586,8.132274627685547,-0.2053246945142746,-0.015270118601620197,0.19005458056926727,0.999981701374054,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,80,1,False
52bd89ce-db30-4525-9fa1-b0c0dd72f5f4__t0_15764474__evt_01,train,0.2866833209991455,1.3108819723129272,nan,nan,nan,nan,nan,nan,0.0546875,0.0,0.09411172568798065,0.1811435967683792,0.37421587109565735,0.9664631911344294,7.500403881072998,6.694746494293213,-0.9015194177627563,-1.1700061559677124,0.26848673820495605,0.9999668002128601,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,75,1,False
52bd89ce-db30-4525-9fa1-b0c0dd72f5f4__t0_9364474__evt_00,train,0.6814229488372803,1.2427973747253418,nan,nan,nan,nan,nan,nan,0.03125,0.0,0.026508450508117676,0.04764193296432495,0.9791112542152405,1.0495376383761865,4.555212020874023,4.373064994812012,0.020950155332684517,0.1079561710357666,0.08700601756572723,0.999994695186615,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,58,3,False
53307ce2-5835-49e2-83ef-085bfd17c5f6__t0_12542153__evt_01,train,3.277193307876587,8.193014144897461,nan,nan,nan,nan,nan,nan,0.0,0.0,0.09699512273073196,0.39298567175865173,4.722737789154053,2.2526166287381475,3.375023365020752,4.084424018859863,-0.9084189534187317,-7.706960201263428,6.798541069030762,0.8950340747833252,B_curvature_or_lateral_failure;C_speed_scale_failure;E_long_horizon_divergence,B_ok,B_ok,0.5,group2_mixed_gt_primary,0.4,True,noisy,123,1,False
53307ce2-5835-49e2-83ef-085bfd17c5f6__t0_6042153__evt_00,train,0.30398449301719666,0.8924557566642761,nan,nan,nan,nan,nan,nan,0.015625,0.0,0.14243647456169128,0.3585589826107025,0.37741538882255554,0.9236372464175405,1.897693157196045,0.005943823605775833,-0.12603512406349182,-0.13372200727462769,0.007686883211135864,0.9999984502792358,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,69,2,False
5365b246-c977-44ee-adf6-458f91f4274e__t0_8193153__evt_00,train,1.0059640407562256,1.1484260559082031,nan,nan,nan,nan,nan,nan,0.0234375,0.0,0.36565953493118286,0.7642391920089722,1.2970114946365356,1.0436815706908853,0.6485570669174194,0.15016961097717285,-0.246937558054924,-0.3681474030017853,0.12120984494686127,0.9999930262565613,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,62,1,False
540fe34f-886b-499d-ac9e-d110321b3ab6__t0_9122919__evt_00,train,0.6860232949256897,2.3506412506103516,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.13209542632102966,0.3084188997745514,0.937808632850647,0.9275225616541243,7.952969074249268,6.638547897338867,-21.058618545532227,-18.944286346435547,2.1143321990966797,0.9997744560241699,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,109,1,False
5535a472-74c1-4e99-8cdc-aa2d6aa4cb9c__t0_8435741__evt_00,train,2.8767411708831787,7.087710380554199,nan,nan,nan,nan,nan,nan,0.03125,0.0,0.3944650888442993,1.1899181604385376,4.005048751831055,1.1463758153677088,7.135509967803955,8.937692642211914,-13.113614082336426,-17.972286224365234,4.858672142028809,0.998161256313324,B_curvature_or_lateral_failure;E_long_horizon_divergence,B_ok,B_ok,0.5,group2_mixed_gt_primary,0.4,True,noisy,69,1,False
5535a472-74c1-4e99-8cdc-aa2d6aa4cb9c__t0_8635741__evt_01,train,2.942744731903076,7.665599822998047,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.3765980899333954,1.0926607847213745,4.109175205230713,1.1553356951035991,7.17449951171875,9.024170875549316,-13.830629348754883,-19.471879959106445,5.6412506103515625,0.9973846673965454,B_curvature_or_lateral_failure;E_long_horizon_divergence,B_ok,B_ok,0.5,group2_mixed_gt_primary,0.4,True,noisy,54,1,False
5545aea5-732c-4287-95eb-2ddd11df9fdd__t0_2251512__evt_00,train,0.8324726223945618,2.545990467071533,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.2947181165218353,0.6673926711082458,1.0769063234329224,1.1522753858717265,1.961443543434143,3.144895315170288,0.6509959697723389,1.9715834856033325,1.3205875158309937,0.9975048899650574,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,83,1,False
55cb6c5c-3927-470c-8cc5-56a6ef5482fc__t0_5533279__evt_00,train,0.5791577696800232,1.7811870574951172,nan,nan,nan,nan,nan,nan,0.0078125,0.0,0.047891419380903244,0.14819329977035522,0.8206424713134766,0.9687389813709139,8.757448196411133,8.171341896057129,-0.05756477639079094,0.06297817826271057,0.12054295837879181,0.9999976754188538,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,27,1,False
56080de1-969d-4e05-ab92-cedf904685ea__t0_14957018__evt_01,train,0.3917578160762787,1.407325029373169,nan,nan,nan,nan,nan,nan,0.046875,0.0,0.05551547557115555,0.1477808654308319,0.5445953011512756,1.050462191105518,2.485151767730713,3.4436254501342773,-0.2035120725631714,-0.04062825068831444,0.16288381814956665,0.9999827742576599,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,61,1,False
56080de1-969d-4e05-ab92-cedf904685ea__t0_7757018__evt_00,train,1.0570943355560303,3.7911629676818848,nan,nan,nan,nan,nan,nan,0.1015625,0.0,0.29286664724349976,0.8872960209846497,1.4044705629348755,0.9158006866707472,8.932165145874023,6.863865852355957,-0.271023154258728,0.014756100252270699,0.28577926754951477,0.9999798536300659,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,65,3,False
565b6ff0-c9f6-46f6-8acf-3ec383beb3dc__t0_11785280__evt_01,train,0.4583813548088074,0.1608116626739502,nan,nan,nan,nan,nan,nan,0.078125,0.0,0.07592751085758209,0.28767120838165283,0.6322239637374878,1.0025097546851125,10.04191780090332,9.285279273986816,-1.0629924535751343,-0.99870765209198,0.0642848014831543,0.9999993443489075,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,38,3,False
565b6ff0-c9f6-46f6-8acf-3ec383beb3dc__t0_6385280__evt_00,train,0.3179718852043152,1.0866552591323853,nan,nan,nan,nan,nan,nan,0.0625,0.0,0.06906448304653168,0.20613647997379303,0.431111603975296,1.0175282316939773,9.095870971679688,9.64972972869873,0.5761663317680359,0.6234822273254395,0.047315895557403564,0.9999998807907104,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,52,3,False
56c703f3-2274-4740-8000-85ff1cad21b7__t0_8053783__evt_00,train,0.2368096113204956,0.5558128356933594,nan,nan,nan,nan,nan,nan,0.015625,0.0,0.08151227980852127,0.15572993457317352,0.30739930272102356,0.9849243236088024,6.367708206176758,6.098049640655518,-1.217565655708313,-0.8823914527893066,0.33517420291900635,0.9999434351921082,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,medium,82,1,False
56c703f3-2274-4740-8000-85ff1cad21b7__t0_8953783__evt_01,train,0.428375780582428,1.7468152046203613,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0708678811788559,0.2376289814710617,0.5908793807029724,0.9411145032605446,8.09805679321289,6.694537162780762,-0.47277867794036865,-0.09713031351566315,0.3756483793258667,0.9999181628227234,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,98,1,False
56e5a182-305f-4114-9b6e-9f0c434d0e6d__t0_15797636__evt_00,train,1.1182570457458496,1.5894397497177124,nan,nan,nan,nan,nan,nan,0.0390625,0.0,0.05734385922551155,0.13246335089206696,1.6004905700683594,1.0490497711545401,3.196138381958008,6.5052266120910645,-0.7351862788200378,-0.29887306690216064,0.4363132119178772,0.9998944997787476,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,78,2,False
56ff5406-cc81-4477-b384-cbdaf87698ba__t0_2518210__evt_00,train,3.7507224082946777,12.444985389709473,nan,nan,nan,nan,nan,nan,0.0,0.0,0.14672838151454926,0.5727961659431458,5.388901710510254,1.4754211325278397,4.532530307769775,6.73018741607666,0.7641735076904297,12.620847702026367,11.856674194335938,0.889262855052948,B_curvature_or_lateral_failure;C_speed_scale_failure;E_long_horizon_divergence,C_bad,C_bad,0.0,group3_teacher_downweight_or_exclude,0.0,True,noisy,88,2,False
57383f22-a038-407a-8a6e-7febac5d7287__t0_14657503__evt_01,train,0.1726655662059784,0.27312415838241577,nan,nan,nan,nan,nan,nan,0.0390625,0.0,0.05957386642694473,0.12265770882368088,0.22407089173793793,1.0026812023442433,14.962740898132324,15.54436206817627,-3.665963888168335,-3.502925395965576,0.1630384922027588,0.9999974370002747,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,high,97,1,False
57383f22-a038-407a-8a6e-7febac5d7287__t0_5357503__evt_00,train,0.7118573784828186,2.3172671794891357,nan,nan,nan,nan,nan,nan,0.03125,0.0,0.08359936624765396,0.2498352974653244,0.9974291324615479,1.045312372523442,8.576431274414062,9.689433097839355,4.429141044616699,3.718470811843872,0.7106702327728271,0.9998255968093872,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,102,1,False
573b3533-2fd3-4582-a05f-de456a0332fc__t0_9116876__evt_00,train,0.775521457195282,3.128263473510742,nan,nan,nan,nan,nan,nan,0.015625,0.0,0.10722961276769638,0.220284104347229,1.079290509223938,0.7836621058026356,4.365998268127441,3.967554807662964,-0.12466679513454437,-0.056191444396972656,0.06847535073757172,0.9999933838844299,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,85,1,False
5766b082-42e9-4e5d-b25b-ff81b419fdcf__t0_12719639__evt_01,train,0.9497580528259277,2.775545120239258,nan,nan,nan,nan,nan,nan,0.015625,0.0,0.32756853103637695,0.7562268972396851,1.2325714826583862,0.9399689495118294,7.637625694274902,5.341945648193359,5.237884998321533,4.77495813369751,0.46292686462402344,0.9999936819076538,ok_or_low_error,A_good,A_good,1.0,group2_mixed_gt_primary,0.4,True,low,102,1,False
